0.00093786,0.0011885,0.0016519
0.00091777,0.0012046,0.0016634
0.00086597,0.0012111,0.0016879
0.00083762,0.0011975,0.0016429
0.00078284,0.0011808,0.0016103
0.00072583,0.0011871,0.0015841
0.00067396,0.0011893,0.0015567
0.00060189,0.0011576,0.0015437
0.0005454,0.0011263,0.0015222
0.00042109,0.0010538,0.0014705
0.00036511,0.001002,0.0013787
0.00027162,0.001098,0.0014017
0.00013907,0.0011816,0.0014464
7.2761e-05,0.0011001,0.0014119
2.5596e-05,0.0010294,0.0013681
-4.5211e-05,0.0010049,0.0013373
-0.00014972,0.00097106,0.0013337
-0.00020195,0.00090342,0.0012697
-0.0002871,0.00082527,0.0012259
-0.00036734,0.00082026,0.0011225
-0.00049166,0.00078821,0.001047
-0.00058553,0.00085249,0.00099037
-0.00070601,0.00090222,0.00096006
-0.00087858,0.00096854,0.00085162
-0.0010572,0.001037,0.00075105
-0.0011464,0.0010957,0.00070155
-0.0012561,0.0011475,0.00066101
-0.0014707,0.0010646,0.00047848
-0.0017131,0.00097221,0.00032447
-0.0017849,0.0011572,0.00037781
-0.0018259,0.0013464,0.00040013
-0.0018063,0.001423,0.00038152
-0.0018369,0.0014892,0.00043315
-0.0018773,0.0013603,0.00035739
-0.0019434,0.0012343,0.00031649
-0.0018723,0.0011163,0.00027412
-0.0019065,0.0010377,0.00033626
-0.0018135,0.0010098,0.00031362
-0.0017892,0.0010032,0.00035006
-0.0017466,0.0010538,0.00030939
-0.0016952,0.0011196,0.00024271
-0.0015983,0.001125,0.00024121
-0.0014894,0.0011302,0.0002295
-0.0014261,0.0010815,0.00014629
-0.0013434,0.0010287,5.4481e-05
-0.0011668,0.0010449,6.8168e-05
-0.0010115,0.0010804,0.0001057
-0.0009098,0.0011224,6.2386e-05
-0.00078242,0.0011568,-1.431e-06
-0.00072879,0.0010431,-0.00011275
-0.00068443,0.0009305,-0.0002159
-0.00058662,0.00099348,-0.00023896
-0.00040208,0.0010436,-0.00031616
-0.00023093,0.00097877,-0.0003179
-0.00010013,0.00092183,-0.00029774
3.7764e-05,0.00089004,-0.00042158
0.00013477,0.00087323,-0.0005321
0.00042437,0.00083334,-0.00066678
0.00048388,0.0007997,-0.00070129
0.00066167,0.00075649,-0.00073905
0.00086066,0.00071245,-0.00079358
0.0010277,0.00071164,-0.00089631
0.0011886,0.00072566,-0.00099931
0.0013831,0.000676,-0.0010772
0.001532,0.00063007,-0.0011384
0.0016316,0.00059871,-0.0011619
0.0018192,0.00057941,-0.0012162
0.0019609,0.00054355,-0.0012494
0.0021101,0.00050587,-0.0013074
0.0024251,0.00044566,-0.0014353
0.0024803,0.00035247,-0.0014697
0.0026231,0.00032968,-0.0015325
0.0027593,0.00031374,-0.0015793
0.0028588,0.00027259,-0.0016121
0.0029859,0.00024293,-0.0016635
0.0031494,0.00021646,-0.0017579
0.0033633,0.00020293,-0.0018639
0.0035313,0.00017974,-0.0018954
0.0036722,0.00015316,-0.001907
0.0037807,0.00013119,-0.001904
0.0039685,0.00012909,-0.0019403
0.0040351,0.00011158,-0.0020538
0.0041328,9.8611e-05,-0.0021775
0.0043207,4.6986e-05,-0.0022023
0.0044848,3.9334e-06,-0.0022223
0.0045211,-6.0571e-05,-0.0022343
0.0047019,-9.7579e-05,-0.0022972
0.004843,-7.1092e-05,-0.0023194
0.0049089,-5.5766e-05,-0.0023184
0.0049401,-7.9749e-05,-0.0023503
0.0051307,-6.7009e-05,-0.00245
0.0052878,-5.6427e-05,-0.0024702
0.0053413,-7.0798e-05,-0.0024749
0.0053786,-8.9597e-05,-0.0025153
0.0055368,-7.5107e-05,-0.0025951
0.0057021,-0.00014495,-0.0026362
0.0057954,-0.00023323,-0.0026528
0.005853,-0.00022827,-0.0026924
0.0059239,-0.0002068,-0.0027368
0.0060453,-0.00015148,-0.0027336
0.0061252,-0.00011184,-0.0027048
0.0061875,-0.00011493,-0.002746
0.0062506,-0.0001102,-0.0027893
0.0062374,-0.00011082,-0.0027942
0.0062701,-9.4707e-05,-0.0028248
0.0063356,-0.00018217,-0.0027851
0.0064455,-0.00025941,-0.0027639
0.006516,-0.00016441,-0.0027995
0.006501,-9.2691e-05,-0.0027928
0.0065937,-0.00015843,-0.0027303
0.0066836,-0.00021497,-0.0026676
0.0066305,-0.00014864,-0.002665
0.0066541,-6.2935e-05,-0.0026855
0.0066691,-6.5388e-05,-0.0026578
0.0066877,-6.7237e-05,-0.0026236
0.0066314,-7.0814e-05,-0.0027108
0.0066508,-5.0415e-05,-0.0028397
0.0066362,-1.9354e-05,-0.002767
